appsPending,appsRunning,availableMB,allocatedMB,totalMB,availableVirtualCores,allocatedVirtualCores,totalVirtualCores,totalNodes,activeNodes,unhealthyNodes,shutdownNodes,cpuUsage,memoryUsage,jobId,timestamp
0,1,229376,8192,237568,225,7,232,29,29,0,0,3.0,3.4,application_1726669773678_0045,2024-09-20T16:29:16
0,1,229376,8192,237568,225,7,232,29,29,0,0,3.0,3.4,application_1726669773678_0045,2024-09-20T16:29:18
0,1,231424,6144,237568,227,5,232,29,29,0,0,2.2,2.6,application_1726669773678_0045,2024-09-20T16:29:20
0,1,235520,2048,237568,231,1,232,29,29,0,0,0.4,0.9,application_1726669773678_0046,2024-09-20T16:30:36
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:38
0,1,196608,40960,237568,193,39,232,29,29,0,0,16.8,17.2,application_1726669773678_0046,2024-09-20T16:30:40
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:42
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:44
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:46
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:48
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:50
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:52
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0046,2024-09-20T16:30:54
0,1,207872,29696,237568,204,28,232,29,29,0,0,12.1,12.5,application_1726669773678_0046,2024-09-20T16:30:56
0,1,207872,29696,237568,204,28,232,29,29,0,0,12.1,12.5,application_1726669773678_0046,2024-09-20T16:30:58
0,1,207872,29696,237568,204,28,232,29,29,0,0,12.1,12.5,application_1726669773678_0046,2024-09-20T16:31:00
0,1,207872,29696,237568,204,28,232,29,29,0,0,12.1,12.5,application_1726669773678_0046,2024-09-20T16:31:02
0,1,209920,27648,237568,206,26,232,29,29,0,0,11.2,11.6,application_1726669773678_0046,2024-09-20T16:31:04
0,1,211968,25600,237568,208,24,232,29,29,0,0,10.3,10.8,application_1726669773678_0046,2024-09-20T16:31:06
0,1,216064,21504,237568,212,20,232,29,29,0,0,8.6,9.1,application_1726669773678_0046,2024-09-20T16:31:08
0,1,222208,15360,237568,218,14,232,29,29,0,0,6.0,6.5,application_1726669773678_0046,2024-09-20T16:31:10
0,1,224256,13312,237568,220,12,232,29,29,0,0,5.2,5.6,application_1726669773678_0046,2024-09-20T16:31:12
0,1,224256,13312,237568,220,12,232,29,29,0,0,5.2,5.6,application_1726669773678_0046,2024-09-20T16:31:14
0,1,224256,13312,237568,220,12,232,29,29,0,0,5.2,5.6,application_1726669773678_0046,2024-09-20T16:31:16
0,1,224256,13312,237568,220,12,232,29,29,0,0,5.2,5.6,application_1726669773678_0046,2024-09-20T16:31:19
0,1,223232,14336,237568,219,13,232,29,29,0,0,5.6,6.0,application_1726669773678_0046,2024-09-20T16:31:21
0,1,223232,14336,237568,219,13,232,29,29,0,0,5.6,6.0,application_1726669773678_0046,2024-09-20T16:31:23
0,1,223232,14336,237568,219,13,232,29,29,0,0,5.6,6.0,application_1726669773678_0046,2024-09-20T16:31:25
0,1,227328,10240,237568,223,9,232,29,29,0,0,3.9,4.3,application_1726669773678_0046,2024-09-20T16:31:27
0,1,227328,10240,237568,223,9,232,29,29,0,0,3.9,4.3,application_1726669773678_0046,2024-09-20T16:31:29
0,1,231424,6144,237568,227,5,232,29,29,0,0,2.2,2.6,application_1726669773678_0046,2024-09-20T16:31:31
0,1,234496,3072,237568,230,2,232,29,29,0,0,0.9,1.3,application_1726669773678_0046,2024-09-20T16:31:33
0,1,235520,2048,237568,231,1,232,29,29,0,0,0.4,0.9,application_1726669773678_0047,2024-09-20T16:32:47
0,1,215040,22528,237568,211,21,232,29,29,0,0,9.1,9.5,application_1726669773678_0047,2024-09-20T16:32:49
